[[4, 1], [4.0, 1.125]]
[[4.647848475310046, 3.189044575456241], [4.763333416873957, 3.2368800045018773]]
[[4.647848475310046, 3.189044575456241], [4.7362368229583645, 3.277432923104559]]
[[4.647848475310046, 3.189044575456241], [4.7362368229583645, 3.277432923104559]]
[[4.7362368229583645, 3.277432923104559], [4.784072252004001, 3.39291786466847]]
[[4.784072252004001, 3.39291786466847], [4.831907681049637, 3.5084028062323807]]
[[4.7362368229583645, 3.277432923104559], [4.851721764522275, 3.3252683521501956]]
[[4.559460127661728, 3.1006562278079226], [4.647848475310046, 3.189044575456241]]
[[4.647848475310046, 3.189044575456241], [4.7362368229583645, 3.277432923104559]]
[[4.7362368229583645, 3.277432923104559], [4.784072252004001, 3.39291786466847]]
[[4.784072252004001, 3.39291786466847], [4.831907681049637, 3.5084028062323807]]
[[4.831907681049637, 3.5084028062323807], [4.879743110095274, 3.6238877477962914]]
[[4.879743110095274, 3.6238877477962914], [4.968131457743592, 3.7122760954446097]]
[[4.879743110095274, 3.6238877477962914], [4.92757853914091, 3.739372689360202]]
[[4.879743110095274, 3.6238877477962914], [4.92757853914091, 3.739372689360202]]
[[4.92757853914091, 3.739372689360202], [4.92757853914091, 3.864372689360202]]
[[4.92757853914091, 3.864372689360202], [4.92757853914091, 3.989372689360202]]
[[4.92757853914091, 3.739372689360202], [5.015966886789228, 3.8277610370085204]]
[[4.7362368229583645, 3.277432923104559], [4.851721764522275, 3.3252683521501956]]
[[4.851721764522275, 3.3252683521501956], [4.976721764522275, 3.3252683521501956]]
[[4.851721764522275, 3.3252683521501956], [4.967206706086186, 3.373103781195832]]
[[4.851721764522275, 3.3252683521501956], [4.967206706086186, 3.373103781195832]]
[[4.967206706086186, 3.373103781195832], [5.055595053734504, 3.4614921288441503]]
[[5.055595053734504, 3.4614921288441503], [5.1439834013828225, 3.5498804764924685]]
[[4.967206706086186, 3.373103781195832], [5.092206706086186, 3.373103781195832]]
[[4.0, 2.0], [4.0, 2.125]]
[[4.0, 2.125], [4.0, 2.25]]
[[4.0, 2.25], [4.0, 2.375]]
[[4.0, 2.375], [4.0, 2.5]]
[[4.0, 2.5], [4.047835429045636, 2.6154849415639108]]
[[4.047835429045636, 2.6154849415639108], [4.095670858091273, 2.7309698831278215]]
[[4.095670858091273, 2.7309698831278215], [4.184059205739591, 2.81935823077614]]
[[4.184059205739591, 2.81935823077614], [4.299544147303502, 2.867193659821776]]
[[4.184059205739591, 2.81935823077614], [4.272447553387909, 2.907746578424458]]
[[4.184059205739591, 2.81935823077614], [4.272447553387909, 2.907746578424458]]
[[4.272447553387909, 2.907746578424458], [4.320282982433546, 3.023231519988369]]
[[4.320282982433546, 3.023231519988369], [4.368118411479182, 3.1387164615522796]]
[[4.272447553387909, 2.907746578424458], [4.38793249495182, 2.9555820074700945]]
[[4.095670858091273, 2.7309698831278215], [4.143506287136909, 2.8464548246917323]]
[[4.143506287136909, 2.8464548246917323], [4.2318946347852275, 2.9348431723400505]]
[[4.143506287136909, 2.8464548246917323], [4.191341716182546, 2.961939766255643]]
[[4.143506287136909, 2.8464548246917323], [4.191341716182546, 2.961939766255643]]
[[4.191341716182546, 2.961939766255643], [4.191341716182546, 3.086939766255643]]
[[4.191341716182546, 3.086939766255643], [4.191341716182546, 3.211939766255643]]
[[4.191341716182546, 2.961939766255643], [4.279730063830864, 3.0503281139039613]]
[[4.095670858091273, 2.7309698831278215], [4.143506287136909, 2.8464548246917323]]
[[4.143506287136909, 2.8464548246917323], [4.191341716182546, 2.961939766255643]]
[[4.191341716182546, 2.961939766255643], [4.191341716182546, 3.086939766255643]]
[[4.191341716182546, 3.086939766255643], [4.191341716182546, 3.211939766255643]]
[[4.191341716182546, 3.211939766255643], [4.191341716182546, 3.336939766255643]]
[[4.191341716182546, 3.336939766255643], [4.239177145228182, 3.452424707819554]]
[[4.191341716182546, 3.336939766255643], [4.191341716182546, 3.461939766255643]]
[[4.191341716182546, 3.336939766255643], [4.191341716182546, 3.461939766255643]]
[[4.191341716182546, 3.461939766255643], [4.143506287136909, 3.577424707819554]]
[[4.143506287136909, 3.577424707819554], [4.095670858091273, 3.6929096493834646]]
[[4.191341716182546, 3.461939766255643], [4.239177145228182, 3.577424707819554]]
[[4.191341716182546, 2.961939766255643], [4.279730063830864, 3.0503281139039613]]
[[4.279730063830864, 3.0503281139039613], [4.395215005394775, 3.0981635429495977]]
[[4.279730063830864, 3.0503281139039613], [4.368118411479182, 3.1387164615522796]]
[[4.279730063830864, 3.0503281139039613], [4.368118411479182, 3.1387164615522796]]
[[4.368118411479182, 3.1387164615522796], [4.415953840524819, 3.2542014031161903]]
[[4.415953840524819, 3.2542014031161903], [4.463789269570455, 3.369686344680101]]
[[4.368118411479182, 3.1387164615522796], [4.483603353043093, 3.186551890597916]]
[[4.0, 2.5], [4.0, 2.625]]
[[4.0, 2.625], [4.0, 2.75]]
[[4.0, 2.75], [4.047835429045636, 2.8654849415639108]]
[[4.047835429045636, 2.8654849415639108], [4.136223776693955, 2.953873289212229]]
[[4.047835429045636, 2.8654849415639108], [4.095670858091273, 2.9809698831278215]]
[[4.047835429045636, 2.8654849415639108], [4.095670858091273, 2.9809698831278215]]
[[4.095670858091273, 2.9809698831278215], [4.095670858091273, 3.1059698831278215]]
[[4.095670858091273, 3.1059698831278215], [4.095670858091273, 3.2309698831278215]]
[[4.095670858091273, 2.9809698831278215], [4.184059205739591, 3.06935823077614]]
[[4.0, 2.75], [4.0, 2.875]]
[[4.0, 2.875], [4.047835429045636, 2.9904849415639108]]
[[4.0, 2.875], [4.0, 3.0]]
[[4.0, 2.875], [4.0, 3.0]]
[[4.0, 3.0], [3.9521645709543636, 3.1154849415639108]]
[[3.9521645709543636, 3.1154849415639108], [3.904329141908727, 3.2309698831278215]]
[[4.0, 3.0], [4.047835429045636, 3.1154849415639108]]
[[4.0, 2.75], [4.0, 2.875]]
[[4.0, 2.875], [4.0, 3.0]]
[[4.0, 3.0], [3.9521645709543636, 3.1154849415639108]]
[[3.9521645709543636, 3.1154849415639108], [3.904329141908727, 3.2309698831278215]]
[[3.904329141908727, 3.2309698831278215], [3.8564937128630907, 3.3464548246917323]]
[[3.8564937128630907, 3.3464548246917323], [3.8564937128630907, 3.4714548246917323]]
[[3.8564937128630909, 3.3464548246917323], [3.8086582838174543, 3.461939766255643]]
[[3.8564937128630907, 3.3464548246917323], [3.8086582838174543, 3.461939766255643]]
[[3.8086582838174543, 3.461939766255643], [3.720269936169136, 3.5503281139039613]]
[[3.720269936169136, 3.5503281139039613], [3.6318815885208178, 3.6387164615522796]]
[[3.8086582838174543, 3.461939766255643], [3.8086582838174543, 3.586939766255643]]
[[4.0, 3.0], [4.047835429045636, 3.1154849415639108]]
[[4.047835429045636, 3.1154849415639108], [4.136223776693955, 3.203873289212229]]
[[4.047835429045636, 3.1154849415639108], [4.095670858091273, 3.2309698831278215]]
[[4.047835429045636, 3.1154849415639108], [4.095670858091273, 3.2309698831278215]]
[[4.095670858091273, 3.2309698831278215], [4.095670858091273, 3.3559698831278215]]
[[4.095670858091273, 3.3559698831278215], [4.095670858091273, 3.4809698831278215]]
[[4.095670858091273, 3.2309698831278215], [4.184059205739591, 3.31935823077614]]
[[4.0, 2.5], [4.0, 2.625]]
[[4.0, 2.625], [4.0, 2.75]]
[[4.0, 2.75], [4.0, 2.875]]
[[4.0, 2.875], [4.0, 3.0]]
[[4.0, 3.0], [3.9521645709543636, 3.1154849415639108]]
[[3.9521645709543636, 3.1154849415639108], [3.904329141908727, 3.2309698831278215]]
[[3.904329141908727, 3.2309698831278215], [3.8564937128630907, 3.3464548246917323]]
[[3.8564937128630907, 3.3464548246917323], [3.8086582838174543, 3.461939766255643]]
[[3.8086582838174543, 3.461939766255643], [3.760822854771818, 3.577424707819554]]
[[3.760822854771818, 3.577424707819554], [3.7129874257261815, 3.6929096493834646]]
[[3.7129874257261815, 3.6929096493834646], [3.7129874257261815, 3.8179096493834646]]
[[3.7129874257261815, 3.8179096493834646], [3.760822854771818, 3.9333945909473753]]
[[3.7129874257261815, 3.8179096493834646], [3.7129874257261815, 3.9429096493834646]]
[[3.7129874257261815, 3.8179096493834646], [3.7129874257261815, 3.9429096493834646]]
[[3.7129874257261815, 3.9429096493834646], [3.665151996680545, 4.058394590947375]]
[[3.665151996680545, 4.058394590947375], [3.6173165676349086, 4.173879532511286]]
[[3.7129874257261815, 3.9429096493834646], [3.760822854771818, 4.058394590947375]]
[[3.7129874257261815, 3.6929096493834646], [3.665151996680545, 3.8083945909473753]]
[[3.665151996680545, 3.8083945909473753], [3.665151996680545, 3.9333945909473753]]
[[3.665151996680545, 3.8083945909473753], [3.6173165676349086, 3.923879532511286]]
[[3.665151996680545, 3.8083945909473753], [3.6173165676349086, 3.923879532511286]]
[[3.6173165676349086, 3.923879532511286], [3.5289282199865903, 4.012267880159604]]
[[3.5289282199865903, 4.012267880159604], [3.440539872338272, 4.100656227807923]]
[[3.6173165676349086, 3.923879532511286], [3.6173165676349086, 4.048879532511286]]
[[3.7129874257261815, 3.6929096493834646], [3.665151996680545, 3.8083945909473753]]
[[3.665151996680545, 3.8083945909473753], [3.6173165676349086, 3.923879532511286]]
[[3.6173165676349086, 3.923879532511286], [3.5289282199865903, 4.012267880159604]]
[[3.5289282199865903, 4.012267880159604], [3.440539872338272, 4.100656227807923]]
[[3.440539872338272, 4.100656227807923], [3.352151524689954, 4.189044575456241]]
[[3.352151524689954, 4.189044575456241], [3.3043160956443174, 4.304529517020152]]
[[3.352151524689954, 4.189044575456241], [3.2637631770416355, 4.277432923104559]]
[[3.352151524689954, 4.189044575456241], [3.2637631770416355, 4.277432923104559]]
[[3.2637631770416355, 4.277432923104559], [3.148278235477725, 4.325268352150196]]
[[3.148278235477725, 4.325268352150196], [3.032793293913814, 4.373103781195832]]
[[3.2637631770416355, 4.277432923104559], [3.215927747995999, 4.39291786466847]]
[[3.6173165676349086, 3.923879532511286], [3.6173165676349086, 4.048879532511286]]
[[3.6173165676349086, 4.048879532511286], [3.665151996680545, 4.164364474075197]]
[[3.6173165676349086, 4.048879532511286], [3.6173165676349086, 4.173879532511286]]
[[3.6173165676349086, 4.048879532511286], [3.6173165676349086, 4.173879532511286]]
[[3.6173165676349086, 4.173879532511286], [3.569481138589272, 4.289364474075197]]
[[3.569481138589272, 4.289364474075197], [3.5216457095436358, 4.404849415639108]]
[[3.6173165676349086, 4.173879532511286], [3.665151996680545, 4.289364474075197]]
[[4.0, 3.0], [4.047835429045636, 3.1154849415639108]]
[[4.047835429045636, 3.1154849415639108], [4.095670858091273, 3.2309698831278215]]
[[4.095670858091273, 3.2309698831278215], [4.184059205739591, 3.31935823077614]]
[[4.184059205739591, 3.31935823077614], [4.299544147303502, 3.367193659821776]]
[[4.184059205739591, 3.31935823077614], [4.272447553387909, 3.407746578424458]]
[[4.184059205739591, 3.31935823077614], [4.272447553387909, 3.407746578424458]]
[[4.272447553387909, 3.407746578424458], [4.320282982433546, 3.523231519988369]]
[[4.320282982433546, 3.523231519988369], [4.368118411479182, 3.6387164615522796]]
[[4.272447553387909, 3.407746578424458], [4.38793249495182, 3.4555820074700945]]
[[4.095670858091273, 3.2309698831278215], [4.143506287136909, 3.3464548246917323]]
[[4.143506287136909, 3.3464548246917323], [4.2318946347852275, 3.4348431723400505]]
[[4.143506287136909, 3.3464548246917323], [4.191341716182546, 3.461939766255643]]
[[4.143506287136909, 3.3464548246917323], [4.191341716182546, 3.461939766255643]]
[[4.191341716182546, 3.461939766255643], [4.191341716182546, 3.586939766255643]]
[[4.191341716182546, 3.586939766255643], [4.191341716182546, 3.711939766255643]]
[[4.191341716182546, 3.461939766255643], [4.279730063830864, 3.5503281139039613]]
[[4.095670858091273, 3.2309698831278215], [4.143506287136909, 3.3464548246917323]]
[[4.143506287136909, 3.3464548246917323], [4.191341716182546, 3.461939766255643]]
[[4.191341716182546, 3.461939766255643], [4.191341716182546, 3.586939766255643]]
[[4.191341716182546, 3.586939766255643], [4.191341716182546, 3.711939766255643]]
[[4.191341716182546, 3.711939766255643], [4.191341716182546, 3.836939766255643]]
[[4.191341716182546, 3.836939766255643], [4.239177145228182, 3.952424707819554]]
[[4.191341716182546, 3.836939766255643], [4.191341716182546, 3.961939766255643]]
[[4.191341716182546, 3.836939766255643], [4.191341716182546, 3.961939766255643]]
[[4.191341716182546, 3.961939766255643], [4.143506287136909, 4.077424707819554]]
[[4.143506287136909, 4.077424707819554], [4.095670858091273, 4.1929096493834646]]
[[4.191341716182546, 3.961939766255643], [4.239177145228182, 4.077424707819554]]
[[4.191341716182546, 3.461939766255643], [4.279730063830864, 3.5503281139039613]]
[[4.279730063830864, 3.5503281139039613], [4.395215005394775, 3.5981635429495977]]
[[4.279730063830864, 3.5503281139039613], [4.368118411479182, 3.6387164615522796]]
[[4.279730063830864, 3.5503281139039613], [4.368118411479182, 3.6387164615522796]]
[[4.368118411479182, 3.6387164615522796], [4.415953840524819, 3.7542014031161903]]
[[4.415953840524819, 3.7542014031161903], [4.463789269570455, 3.869686344680101]]
[[4.368118411479182, 3.6387164615522796], [4.483603353043093, 3.686551890597916]]
[[4.0, 2.0], [4.0, 2.125]]
[[4.0, 2.125], [4.0, 2.25]]
[[4.0, 2.25], [4.0, 2.375]]
[[4.0, 2.375], [4.0, 2.5]]
[[4.0, 2.5], [4.0, 2.625]]
[[4.0, 2.625], [4.0, 2.75]]
[[4.0, 2.75], [4.0, 2.875]]
[[4.0, 2.875], [4.0, 3.0]]
[[4.0, 3.0], [3.9521645709543636, 3.1154849415639108]]
[[3.9521645709543636, 3.1154849415639108], [3.904329141908727, 3.2309698831278215]]
[[3.904329141908727, 3.2309698831278215], [3.8564937128630907, 3.3464548246917323]]
[[3.8564937128630907, 3.3464548246917323], [3.8086582838174543, 3.461939766255643]]
[[3.8086582838174543, 3.461939766255643], [3.760822854771818, 3.577424707819554]]
[[3.760822854771818, 3.577424707819554], [3.7129874257261815, 3.6929096493834646]]
[[3.7129874257261815, 3.6929096493834646], [3.665151996680545, 3.8083945909473753]]
[[3.665151996680545, 3.8083945909473753], [3.6173165676349086, 3.923879532511286]]
[[3.6173165676349086, 3.923879532511286], [3.569481138589272, 4.039364474075197]]
[[3.569481138589272, 4.039364474075197], [3.5216457095436358, 4.154849415639108]]
[[3.5216457095436358, 4.154849415639108], [3.4738102804979993, 4.270334357203018]]
[[3.4738102804979993, 4.270334357203018], [3.425974851452363, 4.385819298766929]]
[[3.425974851452363, 4.385819298766929], [3.425974851452363, 4.510819298766929]]
[[3.425974851452363, 4.510819298766929], [3.425974851452363, 4.635819298766929]]
[[3.425974851452363, 4.635819298766929], [3.4738102804979993, 4.75130424033084]]
[[3.4738102804979993, 4.75130424033084], [3.5621986281463176, 4.839692587979158]]
[[3.4738102804979993, 4.75130424033084], [3.5216457095436358, 4.866789181894751]]
[[3.4738102804979993, 4.75130424033084], [3.5216457095436358, 4.866789181894751]]
[[3.5216457095436358, 4.866789181894751], [3.5216457095436358, 4.991789181894751]]
[[3.5216457095436358, 4.991789181894751], [3.5216457095436358, 5.116789181894751]]
[[3.5216457095436358, 4.866789181894751], [3.610034057191954, 4.955177529543069]]
[[3.425974851452363, 4.635819298766929], [3.425974851452363, 4.760819298766929]]
[[3.425974851452363, 4.760819298766929], [3.4738102804979993, 4.87630424033084]]
[[3.425974851452363, 4.760819298766929], [3.425974851452363, 4.885819298766929]]
[[3.425974851452363, 4.760819298766929], [3.425974851452363, 4.885819298766929]]
[[3.425974851452363, 4.885819298766929], [3.3781394224067265, 5.00130424033084]]
[[3.3781394224067265, 5.00130424033084], [3.33030399336109, 5.116789181894751]]
[[3.425974851452363, 4.885819298766929], [3.4738102804979993, 5.00130424033084]]
[[3.425974851452363, 4.635819298766929], [3.425974851452363, 4.760819298766929]]
[[3.425974851452363, 4.760819298766929], [3.425974851452363, 4.885819298766929]]
[[3.425974851452363, 4.885819298766929], [3.3781394224067265, 5.00130424033084]]
[[3.3781394224067265, 5.00130424033084], [3.33030399336109, 5.116789181894751]]
[[3.33030399336109, 5.116789181894751], [3.2824685643154536, 5.232274123458661]]
[[3.2824685643154536, 5.232274123458661], [3.2824685643154536, 5.357274123458661]]
[[3.2824685643154536, 5.232274123458661], [3.234633135269817, 5.347759065022572]]
[[3.2824685643154536, 5.232274123458661], [3.234633135269817, 5.347759065022572]]
[[3.234633135269817, 5.347759065022572], [3.146244787621499, 5.43614741267089]]
[[3.146244787621499, 5.43614741267089], [3.0578564399731807, 5.524535760319209]]
[[3.234633135269817, 5.347759065022572], [3.234633135269817, 5.472759065022572]]
[[3.425974851452363, 4.885819298766929], [3.4738102804979993, 5.00130424033084]]
[[3.4738102804979993, 5.00130424033084], [3.5621986281463176, 5.089692587979158]]
[[3.4738102804979993, 5.00130424033084], [3.5216457095436358, 5.116789181894751]]
[[3.4738102804979993, 5.00130424033084], [3.5216457095436358, 5.116789181894751]]
[[3.5216457095436358, 5.116789181894751], [3.5216457095436358, 5.241789181894751]]
[[3.5216457095436358, 5.241789181894751], [3.5216457095436358, 5.366789181894751]]
[[3.5216457095436358, 5.116789181894751], [3.610034057191954, 5.205177529543069]]
[[3.425974851452363, 4.385819298766929], [3.3781394224067265, 4.50130424033084]]
[[3.3781394224067265, 4.50130424033084], [3.33030399336109, 4.616789181894751]]
[[3.33030399336109, 4.616789181894751], [3.33030399336109, 4.741789181894751]]
[[3.33030399336109, 4.741789181894751], [3.3781394224067265, 4.857274123458661]]
[[3.33030399336109, 4.741789181894751], [3.33030399336109, 4.866789181894751]]
